1573994836770.627441,1.000000
1573994836772.152588,2.000000
1573994836772.654785,3.000000
1573994836778.464844,4.000000
1573994836779.503174,5.000000
1573994836782.662842,6.000000
1573994836784.250488,7.000000
1573994836784.759766,8.000000
1573994836785.298828,9.000000
1573994836786.327148,10.000000
1573994836786.874512,11.000000
1573994836787.405762,12.000000
1573994836788.448975,13.000000
1573994836788.966309,14.000000
1573994836790.540527,15.000000
1573994836791.602539,16.000000
1573994836792.651367,17.000000
1573994836793.181152,18.000000
1573994836793.705811,19.000000
1573994836794.234375,20.000000
1573994836794.748047,21.000000
1573994836795.280029,22.000000
1573994836796.875488,23.000000
1573994836797.394531,24.000000
1573994836797.977051,25.000000
1573994836799.000244,26.000000
1573994836799.545166,27.000000
1573994836800.856201,28.000000
1573994836801.612061,29.000000
1573994836802.139893,30.000000
1573994836802.687256,31.000000
1573994836803.226074,32.000000
1573994836803.767822,33.000000
1573994836804.282227,34.000000
1573994836804.811768,35.000000
1573994836805.855713,36.000000
1573994836808.683838,37.000000
1573994836808.842773,38.000000
1573994836808.927002,39.000000
1573994836809.014160,40.000000
1573994836809.406982,41.000000
1573994836809.570801,42.000000
1573994836810.020264,43.000000
1573994836810.569580,44.000000
1573994836811.609375,45.000000
1573994836812.131104,46.000000
1573994836812.648926,47.000000
1573994836813.698486,48.000000
1573994836814.246826,49.000000
1573994836815.278076,50.000000
1573994836816.333008,51.000000
1573994836816.828125,52.000000
1573994836817.912109,53.000000
1573994836818.432861,54.000000
1573994836818.982666,55.000000
1573994836820.546143,56.000000
1573994836821.084229,57.000000
1573994836821.593506,58.000000
1573994836822.152100,59.000000
1573994836822.648682,60.000000
1573994836823.170166,61.000000
1573994836823.700439,62.000000
1573994836824.229980,63.000000
1573994836825.281494,64.000000
1573994836826.334473,65.000000
1573994836826.824951,66.000000
1573994836827.387695,67.000000
1573994836827.916504,68.000000
1573994836828.984863,69.000000
1573994836831.103027,70.000000
1573994836832.137207,71.000000
1573994836832.674561,72.000000
1573994836833.691406,73.000000
1573994836834.253418,74.000000
1573994836835.366455,75.000000
1573994836835.560547,76.000000
1573994836835.864746,77.000000
1573994836836.702393,78.000000
1573994836838.390625,79.000000
1573994836838.424316,80.000000
1573994836838.455322,81.000000
1573994836839.024902,82.000000
1573994836839.511475,83.000000
1573994836840.090820,84.000000
1573994836840.565430,85.000000
1573994836841.090576,86.000000
1573994836841.746582,87.000000
1573994836842.154053,88.000000
1573994836846.479736,89.000000
1573994836846.869385,90.000000
1573994836846.939209,91.000000
1573994836847.061768,92.000000
1573994836847.066406,93.000000
1573994836847.255371,94.000000
1573994836847.647705,95.000000
1573994836848.217529,96.000000
1573994836849.576416,97.000000
1573994836850.590088,98.000000
1573994836851.128418,99.000000
1573994836851.620850,100.000000
1573994836852.196289,101.000000
1573994836853.239746,102.000000
1573994836853.714355,103.000000
1573994836854.244629,104.000000
1573994836863.966309,105.000000
